Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
19099954865,"Jun 28, 2026, 2:31:25 PM",Getting after it #GetInLads,Run,[strava://athletes/129187011/13]Nico Gonzalez sharpen the sword in times of preparing for battle,2348,7.19,183.0,94,false,,,activities/20215222493.fit.gz,,,2348.0,2340.0,7191.3,5.62,3.073,86.5,88.1,39.7,87.9,10.0,0.0,,,99.0,84.0,183.0,164.0,,331.0,526.0,,,94.0,776021.0,,,,,,,,365.0,2349.0,,,0.0,,1.0,7324.7,1782655200.0,2.0,24.1,25.5,19.6,0.76,1015.7,1.9,2.8,66.0,0.0,1782638708.0,1782693079.0,0.375,,,0.44,5.0,0.57,20664.0,4.0,,,,,,3.063,0.0,,,,6598.0,0.0,,366.0,237.0,3.13,,,,,,,,,,,,||media/D5FD6357-78C0-4BDC-9BCA-C5206D4C61FD.jpg|media/8226965D-6AD0-4307-AE33-555C4F1CDFFD.jpg
19091720225,"Jun 27, 2026, 11:17:00 PM",Heart rate too high but not tired,Run,Gotta fio my zones - running in the rain,1435,4.99,181.0,60,false,,,activities/20206823696.fit.gz,,,1435.0,1432.0,4995.5,4.54,3.488,84.2,84.2,142.9,152.2,12.0,0.0,,,88.0,84.0,181.0,165.0,,396.0,328.0,,,60.0,570627.0,,,,,,,,503.0,1436.0,,,0.0,,1.0,5206.5,1782601200.0,3.0,22.3,23.9,18.7,0.8,1016.0,0.6,0.7,179.0,0.1,1782552278.0,1782606690.0,0.375,,,0.95,5.0,0.72,19985.0,0.0,,,,,,3.481,0.0,,,,4004.0,0.0,,426.0,327.0,3.636,,,,,,,,,,,,|
19091720168,"Jun 27, 2026, 10:19:53 PM",Evening Weight Training,Weight Training,"",2188,0,144.0,5,false,,,activities/20206823755.fit.gz,,,2188.0,2188.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,144.0,95.0,,,155.0,,,5.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,12.0,,0.0,,,,,,1,6,""
19079776080,"Jun 27, 2026, 12:51:45 AM",Evening Workout,Workout,"",608,0,141.0,1,false,,,activities/20194673299.fit.gz,,,608.0,608.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,141.0,108.0,,,64.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,44.0,,,,,,,,,,""
19079776056,"Jun 27, 2026, 12:00:58 AM",Evening Workout,Workout,,2101,0,148.0,14,false,,,activities/20194673223.fit.gz,,,2101.0,2101.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,148.0,134.0,,,319.0,,,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,4292.0,,,,,,,,,,""
19079776062,"Jun 26, 2026, 11:03:37 PM",Evening Weight Training,Weight Training,,3425,0,155.0,10,false,,,activities/20194673174.fit.gz,,,3425.0,3425.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,155.0,105.0,,,296.0,,,10.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,6.0,,,,,,,,1,3,""
19069038439,"Jun 26, 2026, 1:31:51 AM",Post 12 hour day - get in and get out,Run,"",3344,9.73,180.0,114,false,,,activities/20183758026.fit.gz,,,3344.0,3335.0,9731.6,4.92,2.918,112.7,115.0,40.0,87.9,10.6,0.0,,,98.0,84.0,180.0,160.0,,310.0,702.0,,,114.0,1036058.0,,,,,,,,347.0,3345.0,,,0.0,,1.0,9925.6,1782435600.0,1.0,22.7,22.5,15.5,0.64,1016.9,1.4,4.2,168.0,0.0,1782379439.0,1782433876.0,0.375,,,0.0,1.0,0.16,29444.0,0.0,,,,,,2.91,0.0,,,,9330.0,0.0,,471.0,225.0,2.976,,,,,,,,,,,,||media/BB8D7C6C-0873-405C-8CED-7B69D748D86B.jpg|media/17B01B2F-CF82-4C4E-9722-9A29E8F06CD9.jpg|media/77E2990A-0BA0-4C13-83A2-3AB683FAE04E.jpg
19056422106,"Jun 25, 2026, 12:30:20 AM",Evening Workout,Workout,,1273,0,154.0,16,false,,,activities/20170962266.fit.gz,,,1273.0,1273.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,154.0,141.0,,,230.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,2608.0,,,,,,,,,,""
19056422090,"Jun 25, 2026, 12:02:19 AM",Evening Weight Training,Weight Training,,1487,0,144.0,5,false,,,activities/20170962217.fit.gz,,,1487.0,1487.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,144.0,114.0,,,168.0,,,5.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,14.0,,,,,,,,1,7,""
19043426088,"Jun 24, 2026, 1:04:15 AM",Night Workout,Workout,"",721,0,139.0,1,false,,,activities/20157768955.fit.gz,,,721.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,139.0,104.0,,,71.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,26.0,,,,,,,,,,""
19043425868,"Jun 24, 2026, 12:21:56 AM",Evening Workout,Workout,,1923,0,162.0,8,false,,,activities/20157768944.fit.gz,,,1923.0,1923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,162.0,123.0,,,238.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,3908.0,,,,,,,,,,""
19030126768,"Jun 23, 2026, 2:18:32 AM",Treadmill work,Run,"",2400,6.43,,,false,It was 3.1 at a 8.5 speed on the treadmill and then 0.9 walking so totaled out to 40 minutes ,,,,,2400.0,2400.0,6437.4,,2.682,,,,,,0.0,,,,,,,,,549.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.682,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/A343ADC1-E35A-493E-B6AA-94C632703F7D.jpg
19037973343,"Jun 23, 2026, 12:43:27 AM",Forgot to start first 10 mins - 40 min total 3.1 miles running - 0.9 walk,Workout,"",1803,0,187.0,42,false,,,activities/20152252693.fit.gz,,,1803.0,1803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,187.0,150.0,,,309.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,4340.0,,,,,,,,,,media/54908863-F2B0-40A0-AA48-4AB3FC6DCE29.jpg
19015191039,"Jun 21, 2026, 7:58:51 PM",Afternoon Walk,Walk,"",2462,3.57,119.0,6,false,,,activities/20129130908.fit.gz,,,2462.0,2462.0,3578.2,1.74,1.453,40.7,40.6,55.8,88.3,8.7,0.1,,,64.0,60.0,119.0,100.0,,,212.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,1782068400.0,3.0,27.1,27.9,12.7,0.41,1011.0,0.5,3.0,279.0,0.0,1782033772.0,1782088245.0,0.125,,,0.51,5.0,0.65,48355.0,4.0,,,,,,1.453,0.0,,,,4912.0,0.0,,,,,,,,,,,,,,,,|
19012905581,"Jun 21, 2026, 3:52:23 PM",These bootcamps r ode,Workout,25 min tread (3.04 miles - sprint intervals with jog) then lift and core circuit,3012,0,187.0,82,false,,,activities/20126807194.fit.gz,,,3012.0,3012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,187.0,154.0,,,536.0,,,82.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,20.0,,0.0,,,,,,2,10,""
18999403065,"Jun 20, 2026, 3:58:37 PM",HR still a lil too high - need to do threshold test - 55 VO2 max not going all out is very good,Run,"",1545,4.99,177.0,62,false,,,activities/20113053831.fit.gz,,,1545.0,1531.0,4993.9,4.28,3.262,54.9,56.2,53.6,73.4,16.9,0.0,,,87.0,84.0,177.0,165.0,,363.0,344.0,,,62.0,556951.0,,,,,,,,393.0,1546.0,,,0.0,,1.0,5099.7,1781967600.0,1.0,22.3,21.5,11.7,0.51,1008.0,5.5,9.3,303.0,0.0,1781947360.0,1782001841.0,0.125,,,0.0,1.0,0.06,38619.0,7.0,,,,,,3.232,0.0,,,,4324.0,0.0,,279.0,255.0,3.331,,,,,,,,,,,,|
18998823792,"Jun 20, 2026, 3:21:11 PM",Sauna post lift,Workout,"",607,0,139.0,1,false,,,activities/20112465524.fit.gz,,,607.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,139.0,104.0,,,58.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,26.0,,,,,,,,,,""
18998582072,"Jun 20, 2026, 2:47:35 PM",Morning Weight Training,Weight Training,"",1868,0,131.0,4,false,,,activities/20112219899.fit.gz,,,1868.0,1868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,131.0,95.0,,,133.0,,,4.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,10.0,,0.0,,,,,,1,5,""
18986480867,"Jun 19, 2026, 4:16:20 PM",Lunch Workout,Workout,,1981,0,166.0,14,false,,,activities/20099928679.fit.gz,,,1981.0,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,166.0,132.0,,,299.0,,,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,4222.0,,,,,,,,,,""
18985682827,"Jun 19, 2026, 2:52:38 PM",Morning Weight Training,Weight Training,,2683,0,140.0,6,false,,,activities/20099121171.fit.gz,,,2683.0,2683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,140.0,100.0,,,208.0,,,6.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,12.0,,0.0,,,,,,1,6,""
18977316245,"Jun 18, 2026, 9:21:32 PM",First run w the watch - heart rate zones aren't synced up with my body yet,Run,"Felt way too slow and my heart rate was too high for how slow I was going - didn't feel
Very hard just very boring",3393,9.66,178.0,126,false,,,activities/20090626867.fit.gz,,,3393.0,3380.0,9666.5,6.44,2.86,20.0,19.3,1.2,14.0,4.6,0.0,,,87.0,83.0,178.0,163.0,,318.0,764.0,,,126.0,1075753.0,,,,,,,,352.0,3394.0,,,0.0,,1.0,9682.6,1781816400.0,8.0,31.9,32.0,17.8,0.43,998.7,9.7,17.9,249.0,0.0,1781774667.0,1781829009.0,0.125,,,0.66,5.0,0.3,38690.0,3.0,,,,,,2.849,50.0,,,,9396.0,0.0,,493.0,229.0,2.865,,,,,,,,,,,,||media/7FA9A415-617C-4743-A774-BAA16AC0A30A.jpg|media/AD086C33-7FE8-4D73-BEAC-5FD2C8E584B2.jpg|media/C9C23DC3-D564-4320-83D2-F2041AABC3DE.jpg
18965839061,"Jun 18, 2026, 1:24:28 AM",Sauna - idk why the watch auto posts these,Workout,"",610,0,128.0,1,false,,,activities/20078992378.fit.gz,,,610.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,128.0,94.0,,,49.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18965737652,"Jun 18, 2026, 12:48:46 AM",Evening Workout,Workout,,1829,0,147.0,10,false,,,activities/20078889596.fit.gz,,,1829.0,1829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,147.0,129.0,,,283.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,3646.0,,,,,,,,,,""
18965485653,"Jun 18, 2026, 12:18:09 AM",Evening Weight Training,Weight Training,,1675,0,131.0,4,false,,,activities/20078634595.fit.gz,,,1675.0,1675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,131.0,97.0,,,135.0,,,4.0,,,,,,,,,,,,,0.0,2635.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,138.0,,0.0,,,,,,8,69,""
18937413081,"Jun 16, 2026, 1:38:26 AM",Post legs run - get in get out,Run,No music,1622,5.00,,,false,,,activities/18937413081.gpx,,,1622.0,1622.0,5004.1,5.32,3.085,45.1,46.4,56.9,74.0,9.7,0.0,,,,,,,,,432.0,,,,,,,,,,,,,,,,0.0,,1.0,5065.5,1781571600.0,1.0,18.2,15.3,9.5,0.57,1008.3,3.6,5.6,312.0,0.0,1781515327.0,1781569740.0,0.0,,,0.97,5.0,0.03,33412.0,0.0,,,,,,3.085,0.0,,,,4292.0,0.0,,,,3.123,,,,,,,,,,,,|
18917669963,"Jun 14, 2026, 1:41:36 PM",Treadmill mile - just to move,Run,Knicks won 🗽,390,1.61,,,false,,,,,,390.0,390.0,1609.3,,4.127,,,,,,0.0,,,,,,,,,137.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.127,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18907896185,"Jun 13, 2026, 6:26:52 PM",It's hot outside - good pace,Run,Let's go Knicks,1535,5.05,,,false,,,activities/18907896185.gpx,,,1535.0,1532.0,5053.8,4.66,3.299,51.4,50.7,58.4,73.9,22.3,0.0,,,,,,,,,440.0,,,,,,,,,,,,,,,,0.0,,1.0,5163.3,1781373600.0,1.0,28.5,30.2,15.8,0.46,1011.1,2.1,3.1,293.0,0.0,1781342527.0,1781396891.0,0.875,,,0.0,1.0,0.07,41122.0,8.0,,,,,,3.292,0.0,,,,4070.0,0.0,,,,3.37,,,,,,,,,,,,|
18884035123,"Jun 11, 2026, 10:46:10 PM",MILE 6 - ALL GRIT,Run,Dying after this one,512,1.61,,,false,,,activities/18884035123.gpx,,,512.0,510.0,1609.1,6.22,3.155,0.0,6.9,6.9,13.9,4.0,-0.3,,,,,,,,,137.0,,,,,,,,,,,,,,,,0.0,,1.0,1603.1,1781215289.0,3.0,32.2,31.9,22.3,0.56,1006.1,4.2,7.9,257.0,0.3,1781169850.0,1781224045.0,0.875,,,0.63,5.0,1.0,34476.1,1.0,,,,,,3.143,0.0,,,,1244.0,0.0,,,,3.143,,,,,,,,,,,,|
18883945045,"Jun 11, 2026, 10:36:44 PM",5th total mile - caught a second wind gonna try to find a 3rd,Run,"",467,1.61,,,false,,,activities/18883945045.gpx,,,467.0,467.0,1613.0,8.94,3.454,3.6,0.0,8.8,12.5,3.3,0.1,,,,,,,,,138.0,,,,,,,,,,,,,,,,0.0,,1.0,1619.1,1781215289.0,3.0,32.2,31.9,22.3,0.56,1006.1,4.2,7.9,257.0,0.3,1781169850.0,1781224045.0,0.875,,,0.63,5.0,1.0,34476.1,1.0,,,,,,3.454,0.0,,,,1228.0,0.0,,,,3.467,,,,,,,,,,,,|
18883873702,"Jun 11, 2026, 10:00:34 PM",Finishing the run in separate intervals - 6 total - long ass day,Run,Momentum,1961,6.44,,,false,,,activities/18883873702.gpx,,,1961.0,1955.0,6444.7,7.58,3.297,18.8,15.9,1.7,12.3,5.4,0.0,,,,,,,,,552.0,,,,,,,,,,,,,,,,0.0,,1.0,6469.0,1781215289.0,3.0,32.2,31.9,22.3,0.56,1006.1,4.2,7.9,257.0,0.3,1781169850.0,1781224045.0,0.875,,,0.63,5.0,1.0,34476.1,1.0,,,,,,3.286,0.0,,,,5062.0,0.0,,,,3.309,,,,,,,,,,,,||media/2D5EC620-7735-4E14-A02F-A82A2CEF3D3A.jpg
18843802471,"Jun 8, 2026, 11:24:03 PM",Post work post legs 5k - get in and get out #LGK,Run,"",1457,5.00,,,false,,,activities/18843802471.gpx,,,1457.0,1450.0,4999.5,8.9,3.448,18.7,17.7,2.7,11.4,45.8,0.0,,,,,,,,,433.0,,,,,,,,,,,,,,,,0.0,,1.0,5075.1,1780959600.0,1.0,20.9,19.7,7.9,0.43,1024.7,4.6,6.9,171.0,0.0,1780910704.0,1780964756.0,0.75,,,0.0,1.0,0.06,40800.0,0.0,,,,,,3.431,0.0,,,,3786.0,0.0,,,,3.5,,,,,,,,,,,,media/B285D987-75D0-4E94-82C1-A3D438F90ACE.jpg|media/F223508B-2EA1-4086-8B93-79145F8AB5C3.jpg||
18827864646,"Jun 7, 2026, 5:13:39 PM",Treadmill work at LT,Run,Sweat ode but felt good at a faster pace,1440,5.09,,,false,,,,,,1440.0,1440.0,5093.3,,3.537,,,,,,0.0,,,,,,,,,434.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.537,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18801923576,"Jun 5, 2026, 9:39:19 PM",Work Week 1 Done - Momentum into week 2,Run,Wasn't gonna run today - did other cardio and ran another mile before the is thag strava didn't clock,432,1.61,,,false,,,activities/18801923576.gpx,,,432.0,432.0,1610.0,8.02,3.727,6.0,5.5,2.4,8.8,36.7,-0.1,,,,,,,,,139.0,,,,,,,,,,,,,,,,0.0,,1.0,1634.6,1780693200.0,2.0,30.9,31.0,12.3,0.32,1013.3,3.7,6.0,201.0,0.0,1780651532.0,1780705430.0,0.625,,,0.0,1.0,0.44,56177.0,3.0,,,,,,3.727,0.0,,,,1154.0,0.0,,,,3.784,,,,,,,,,,,,media/C24541F6-B478-4B93-8E31-769A42566D94.jpg|media/D08CFA1B-83C3-40ED-A58D-87085F965C68.jpg|media/8EB25AB6-2CCB-4AE3-BCB1-A00A9032A2C7.jpg||
18791494281,"Jun 5, 2026, 12:40:45 AM",Idc if it was slow - last 2 miles were a struggle 💩,Run,"",3753,9.65,,,false,,,activities/18791494281.gpx,,,3753.0,3362.0,9656.5,5.96,2.872,133.1,133.3,55.8,87.4,49.3,0.0,,,,,,,,,853.0,,,,,,,,,,,,,,,,0.0,,1.0,10009.0,1780617600.0,1.0,23.3,22.2,12.0,0.49,1016.4,2.6,2.6,194.0,0.0,1780565020.0,1780618983.0,0.625,,,0.0,1.0,0.22,38016.0,0.0,,,,,,2.573,0.0,,,,8590.0,0.0,,,,2.977,,,,,,,,,,,,|
18750184437,"Jun 2, 2026, 1:59:02 AM",Post work post legs 5k - slow but breathe controlled,Run,"",1819,5.00,,,false,,,activities/18750184437.gpx,,,1819.0,1674.0,5003.9,10.42,2.989,44.7,54.7,55.8,88.3,9.6,-0.2,,,,,,,,,431.0,,,,,,,,,,,,,,,,0.0,,1.0,5060.1,1780362000.0,1.0,13.8,13.3,8.2,0.69,1020.6,0.6,2.3,47.0,0.0,1780305899.0,1780359662.0,0.625,,,0.69,5.0,0.05,30438.0,0.0,,,,,,2.751,0.0,,,,4274.0,0.0,,,,3.023,,,,,,,,,,,,|
18733297369,"May 31, 2026, 5:44:11 PM",Quick lil walk,Walk,"",2215,3.20,,,false,,,activities/18733297369.gpx,,,2215.0,2183.0,3203.0,3.4,1.467,32.1,24.3,58.4,88.3,37.1,0.3,,,,,,,,,273.0,,,,,,,,,,,,,,,,0.0,,1.0,,1780246800.0,1.0,21.4,20.0,8.0,0.42,1014.8,4.4,4.9,299.0,0.0,1780219532.0,1780273230.0,0.5,,,0.0,1.0,0.32,44390.0,6.0,,,,,,1.446,0.0,,,,4314.0,0.0,,,,,,,,,,,,,,,,|
18693917992,"May 28, 2026, 7:34:24 PM",Good lift today - I need to get back in shape,Run,"Slowly but surely. Felt somewhat tough, my calves r cooked from golf. My heart rate needs to be lower",1584,5.18,,,false,,,activities/18693917992.gpx,,,1584.0,1581.0,5187.6,4.42,3.281,64.4,63.5,39.7,69.4,19.0,0.0,,,,,,,,,453.0,,,,,,,,,,,,,,,,0.0,,1.0,5314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.275,0.0,,,,4126.0,0.0,,,,3.361,,,,,,,,,,,,""
18668693804,"May 26, 2026, 11:58:39 PM",Not crazy effort - better 5k movement,Run,Still not feeling back to normal yet - needa find a gym,1551,4.99,,,false,,,activities/18668693804.gpx,,,1551.0,1543.0,4998.3,6.8,3.239,46.4,48.0,39.8,69.4,31.4,0.0,,,,,,,,,434.0,,,,,,,,,,,,,,,,0.0,,1.0,5085.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.223,0.0,,,,3958.0,0.0,,,,3.296,,,,,,,,,,,,media/D7DF25CE-9B40-42E9-8335-A7AAF7090F08.jpg
18654215452,"May 25, 2026, 9:33:19 PM",Walked 18 holes before ts - first run back in the states #SlowAsFuck,Run,"",3359,9.98,,,false,,,activities/18654215452.gpx,,,3359.0,3345.0,9984.2,4.32,2.985,103.4,89.4,58.4,124.6,11.7,0.1,,,,,,,,,868.0,,,,,,,,,,,,,,,,0.0,,1.0,10175.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.972,0.0,,,,8872.0,0.0,,,,3.042,,,,,,,,,,,,media/58369B73-EF31-4857-B368-33E89CF00AC9.jpg
18585407458,"May 20, 2026, 5:44:30 PM",My back hurts,Run,"",1098,3.30,,,false,,,activities/18585407458.gpx,,,1098.0,1089.0,3301.5,9.82,3.032,49.3,21.7,633.8,669.7,17.5,0.8,,,,,,,,,294.0,,,,,,,,,,,,,,,,0.0,,1.0,3445.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.007,169.1,,,,2944.0,0.0,,,,3.164,,,,,,,,,,,,""
18570732188,"May 19, 2026, 4:22:25 PM",Chill walk forgot to record first 40 mins,Walk,"",1793,2.42,,,false,,,activities/18570732188.gpx,,,1793.0,1697.0,2426.3,3.54,1.43,18.0,32.3,658.4,687.4,6.1,-0.7,,,,,,,,,207.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.353,0.0,,,,3154.0,0.0,,,,,,,,,,,,,,,,""
18557327509,"May 18, 2026, 4:50:24 PM",First 2 miles in a while - went very easy - this is gonna be tough to get back to where I was,Run,Can't believe it's over,1027,3.23,,,false,,,activities/18557327509.gpx,,,1027.0,1001.0,3230.2,7.44,3.227,54.0,59.3,625.9,658.9,18.7,-0.1,,,,,,,,,289.0,,,,,,,,,,,,,,,,0.0,,1.0,3384.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.145,26.5,,,,2692.0,0.0,,,,3.382,,,,,,,,,,,,media/356B947E-C936-474D-9DBE-DDDE9B44D06F.jpg
18518576542,"May 15, 2026, 3:47:07 PM",Post run walk,Walk,"",1254,1.61,,,false,,,activities/18518576542.gpx,,,1254.0,1143.0,1610.6,2.487,1.409,9.6,36.0,5.2,41.2,8.6,-1.6,,,,,,,,,137.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.284,0.0,,,,2178.0,0.0,,,,,,,,,,,,,,,,media/B78F1371-1509-4929-B128-8E5BE7AC68A8.jpg|media/4539AD55-6AE5-4C0C-B9D8-1D13E423A13B.mp4
18518290333,"May 15, 2026, 3:34:38 PM","First run in 2 weeks - Mallorca run, kept a slow pace to get back into it, hella hills",Run,Genuinely my first bit of movement in 2 weeks - felt decent too many hills for first day. This is gonna be tough. Fuck 2 week long food poisoning,585,1.61,,,false,,,activities/18518290333.gpx,,,585.0,569.0,1610.9,3.97,2.831,34.3,18.6,5.2,40.0,43.7,1.0,,,,,,,,,153.0,,,,,,,,,,,,,,,,0.0,,1.0,1791.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.754,155.2,,,,1410.0,0.0,,,,3.148,,,,,,,,,,,,media/D5408AF2-82BA-4DF6-B2F5-F45C7D10ECB7.jpg|media/5A23286B-14E7-4C9D-8593-1270A48CF3CB.jpg
18476727212,"May 12, 2026, 12:36:44 PM",Haven't been able to move in 10 days #FuckFoodPoisoning,Walk,"",1261,1.71,,,false,,,activities/18476727212.gpx,,,1261.0,1261.0,1711.5,2.2,1.357,30.9,30.2,631.5,657.4,49.4,0.0,,,,,,,,,146.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.357,927.2,,,,2432.0,0.0,,,,,,,,,,,,,,,,""
18321242050,"Apr 30, 2026, 4:26:26 PM",Quick 2 miles - not too hard for pretty good pace #OneStepForward,Run,"",858,3.22,,,false,,,activities/18321242050.gpx,,,858.0,858.0,3222.4,6.38,3.756,18.7,28.3,634.2,658.3,7.8,-0.3,,,,,,,,,276.0,,,,,,,,,,,,,,,,0.0,,1.0,3235.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.756,223.7,,,,2238.0,0.0,,,,3.771,,,,,,,,,,,,media/A3583780-58E8-4D0D-ADD2-23E2C4BB547D.jpg|media/3A6E688A-89D6-48AF-81A5-4A37B422E5F7.jpg
18309963236,"Apr 29, 2026, 6:01:20 PM",5k again - just moving out there,Run,"",1522,5.00,,,false,,,activities/18309963236.gpx,,,1522.0,1522.0,4999.0,6.22,3.284,62.2,49.9,639.5,682.8,20.8,0.2,,,,,,,,,439.0,,,,,,,,,,,,,,,,0.0,,1.0,5145.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.284,0.0,,,,3922.0,0.0,,,,3.381,,,,,,,,,,,,media/293544BE-2E24-4FD8-A40A-9DA356BFA0B4.jpg|media/527F9B95-774C-43B6-B107-4FF2C38F0CEA.jpg|media/06C04836-2118-4B54-A1FD-1CC4274805E4.jpg|media/D499721B-1F39-4179-B027-5308045FD8D4.jpg
